login,location,bio,pronouns,createdAt
Username_65769,Amsterdam,PhD student in computational economics at the University of Amsterdam. My research is on the impact of climate change on social phenomena.,,2022-01-13T15:09:07Z
Username_65770,Akola,I'm an intermediate-level web developer & a video editor. ,,2022-01-13T15:03:14Z
Username_65771,Gurugram,I am working as a JAVA backend professional having hand-on experience on various products of various organizations.,he/him,2022-01-13T15:03:11Z
Username_65772,La Rioja,{ Family 👨‍👩‍👧‍👦 ❤️ Football ⚽️ Coding 👨🏻‍💻 },,2022-01-13T15:06:07Z
Username_65773,Lahti,Cloud Specialist.,,2022-01-13T15:06:19Z
Username_65774,s824726,dom,,2022-01-13T15:04:28Z
Username_65775,Turkey,Software Engineering Student,,2022-01-13T15:15:28Z
Username_65776,"Jind,Haryana","Web developer skilled in HTML, CSS, JS, jQuery, Bootstrap, PHP, and Laravel. Crafting engaging websites and exploring server-side scripting.",,2022-01-13T15:10:26Z
Username_65777,Islamabad,I am a full stack developer,,2022-01-13T15:15:46Z
Username_65778,Minas Gerais,"Perfil atualizado: github.com/cramon977
",,2022-01-13T15:19:25Z
Username_65779,Lausanne ,"PhD student at CHUV, Lausanne, Switzerland ",,2022-01-13T15:10:09Z
Username_65780,Netherlands,"Junior Ruby on Rails developer in an assortment of technologies,
including Ruby, JavaScript, HTML,
CSS, PostgreSQL, Trello, Heroku.",,2022-01-13T15:14:30Z
Username_65781,Lisbon,"OnlineIT is an IT consultancy company who creates online platforms, through an internal Low-Code, No-Code and Coding platform.",,2022-01-13T15:19:59Z
Username_65782,Romania,"#Java Programmer, 
#React and TypeScript enthusiast,
#DotNet Core fan.",,2022-01-13T15:18:00Z
Username_65783,"Taguatinga, DF - Brasil","Olá! Estou me especializando como Desenvolvedor Web pelo curso ProgramadorBR (JavaScript, React, Bootstrap, e +) e busco aperfeiçoamento na área!",,2022-01-13T15:13:10Z
Username_65784,"Bacoor City, Cavite",Bachelor of Science in Information Technology,he/him,2022-01-13T15:12:13Z
Username_65785,"Somewhere near Atlanta, GA (Morrow)","Newbee to Linux and banging my way through it to get converted from years of MikeySoft OSs. My first computing experience was a VIC-20, then Commodore 64.",,2022-01-13T15:14:40Z
Username_65786,"Balasore, Odisha, India","Namish Kumar
Class: 11
Age : 17+
Country: India
State:- Odisha
City: Balasore
Hobby: I love programming, cycling, writing poems, often making musics, etc.",he/him,2022-01-13T15:13:03Z
Username_65787,Athens GR,"👨💻Fullstack Developer • Freelancer
🇬🇷 Greek • Code • Travel • Live ✌
🎓 CS UoWM
💼 IsoSoft
📍SKG 🇬🇷",,2022-01-13T15:12:02Z
Username_65788,Athens,"Department of Informatics and 
Telecommunications | NKUA🎓   ",,2022-01-13T15:25:00Z
Username_65789,"Thane, Maharashtra","Passionate about trekking and finds immense joy in coding, combining a love for adventure with creativity and problem-solving.",,2022-01-13T15:25:54Z
Username_65790,São Paulo - SP,Computer Engineer | 24,,2022-01-13T15:26:09Z
Username_65791,"Ontario, Canada",Web developer #JunoCollege #Cohort47,,2022-01-13T15:22:58Z
Username_65792,"Dallas, TX","A student who is looking to further knowledge, skills, and experience.",,2022-01-13T15:25:00Z
Username_65793,Bogotá,"Hi there, I'm a frontend developer in React and NextJS. I have some experience with technologies like typescript, tailwind, HTML, CSS, Javascript.",he/him,2022-01-13T15:23:59Z
Username_65794,London,"Python enthusiast | Passionate about coding, problem-solving, and data analysis | Always learning & building",she/her,2022-01-13T15:24:56Z
Username_65795,London,"MSc Statistics @ LSE | Economics @ IE University | Quantitative Analyst Enthusiast | Passionate about Data Science, Econometrics, and AI",he/him,2022-01-13T15:26:34Z
Username_65796,"Srm University,Kattankulathur,Tamil Nadu,India 603203","I am a student at SRM IST in CHENNAI, INDIA. I am a computer whiz. I stay up to date on current technological breakthroughs.",he/him,2022-01-13T15:21:47Z
Username_65797,Ecuador,"I am Software development from Ecuador, expert in Angular, nodejs",,2022-01-13T15:27:35Z
Username_65798,"Montreal, QC",Graduate student studying Fast Radio Bursts at McGill University,he/him,2022-01-13T15:27:05Z
Username_65799,NL,MAA - Data and Visualization Analyst ,,2022-01-13T15:21:53Z
Username_65800,North Carolina ,Data Science Aspirant,,2022-01-13T15:23:17Z
Username_65801,Australia,Technical Consultant,,2022-01-13T15:21:28Z
Username_65802,Mexico City,Consubanco CFO,,2022-01-13T15:27:09Z
Username_65803,Madrid,"I am a second year economics student with the passion for programming, mostly Python and R",,2022-01-13T15:25:05Z
Username_65804,Санкт-Петербург,"Frontend Developer | React, TypeScript | Открыт к предложениям",,2022-01-13T15:24:09Z
Username_65805,Chapel Hill,I am a sophomore and an Environmental Science major at UNC Chapel Hill.,,2022-01-13T15:22:20Z
Username_65806,"Lusaka, Zambia","Technology Professional - Member of the BCS, chartered institute for IT",,2022-01-13T15:26:45Z
Username_65807,London,Senior Cybersecurity Analyst ,,2022-01-13T15:29:11Z
Username_65808,Beijing,Beijing Jiaotong University in Civil Engineering,he/him,2022-01-13T15:29:50Z
Username_65809,Türkiye,"In a team called KGS, we develop projects on many subjects with @KrmKayabasi ",he/him,2022-01-13T15:34:02Z
Username_65810,Bogotá,🔭 FrontEnd Developer 👩🏻‍💻,,2022-01-13T15:35:38Z
Username_65811,NANDED,Currently  Pursuing Electronics and Tele Communication Engineering in SGGSIE&T. Member at RNXG,,2022-01-13T15:30:54Z
Username_65812,Cape Town,Soli deo Gloria,he/him,2022-01-13T15:39:14Z
Username_65813,Hyderabad,MTech CSE IIITH'26 | IITH'24,,2022-01-13T15:38:02Z
Username_65814,Bogotá-Colombia,"👩🏻‍💻 Front end Developer 
",,2022-01-13T15:39:05Z
Username_65815,Longitude: -122.08392 Latitude: 37.4222,To organize the world's information and make it universally accessible and useful.,,2022-01-13T15:39:07Z
Username_65816,Berlin,An adaptable software engineer with a proven track record in both creative and technical domains. ,,2022-01-13T15:32:37Z
Username_65817,Ballia(Uttar Pradesh),"⭐Software Development Engineer | Full Stack Developer
💻 Passionate about coding, problem-solving, and continuous learning.",she/her,2022-01-13T15:38:48Z
Username_65818,Lahore,Software Engineer,,2022-01-13T15:39:58Z
Username_65819,"University Park, PA","Statistics PhD Student at Penn State working mainly on problems in Differential Privacy. For any questions, email me at krd5520 (at) psu (dot) edu ",she/her,2022-01-13T15:37:23Z
Username_65820,Canada,Full Stack Developer,,2022-01-13T15:32:05Z
Username_65821,United Kingdom,A small developer making apps for android (Sometimes apple) and other development platforms hoping to create things that will help the world,,2022-01-13T15:37:43Z
Username_65822,"Ninh Thuận, Việt Nam","
",,2022-01-13T15:39:12Z
Username_65823,New Jersey,I am trying to do this course without more hiccups and life interruptions.,,2022-01-13T15:30:34Z
Username_65824,"Quixeramobim, Ceará",Desenvolvedora mobile e graudanda em Ciência da Computação,,2022-01-13T15:36:22Z
Username_65825,Viet Nam,Just a desired automation engineering and software architecture wannabe,he/him,2022-01-13T15:31:52Z
Username_65826,Brazil,Translator/Tradutor,,2022-01-13T15:30:57Z
Username_65827,Brasília,Entrando no mundo da programação 🌍,,2022-01-13T15:45:04Z
Username_65828,Kalar- asSulaimanyah-iraq,إِنَّ مَعَ الْعُسْرِ يُسْرًا,,2022-01-13T15:42:56Z
Username_65829,Paris,DATA SCIENCE student in MASTER 2 DAC (Données Apprentissage et Connaissances) at Sorbonne Université (campus Pierre et Marie Curie),,2022-01-13T15:40:31Z
Username_65830,Kharkiv,"



",she/her,2022-01-13T15:41:12Z
Username_65831,Venezuela,"Grupo de empresas dedicadas a la distribución de productos de confitería al mayor y detal, atendiendo todos los canales de distribución.",,2022-01-13T15:45:09Z
Username_65832,"Jundiaí, São Paulo.",Programador Iniciante.,,2022-01-13T15:43:16Z
Username_65833,"Bogotá, Colombia","Desarrolladora Web Front-End | JavaScript | React | HTML | CSS | Git | NodeJS | Bootstrap | Firebase
",,2022-01-13T15:47:05Z
Username_65834,"Berea,KY",CS @ Berea College,,2022-01-13T15:49:48Z
Username_65835,"Accra, Ghana",I just love IT and Computing. Love to analyze and gets hands on latest technologies in the tech space and enjoy creativity from creative individuals.,,2022-01-13T15:47:07Z
Username_65836,Chapel Hill,I am a Math and Computer Science major at UNC class of 2025 and I wish to enter the data sciences field,,2022-01-13T15:44:51Z
Username_65837,Florida,I am a retired Project Manager/Engineer.  I built large energy projects over the past 20 years in the United States,,2022-01-13T15:40:00Z
Username_65838,São Paulo - SP,"Hello, my name is Junior, I'm a software developer and specializes in .NET.

Developer | Microsoft | C# | .NET",,2022-01-13T15:42:23Z
Username_65839,Chapel Hill,I'm a freshman at UNC Chapel Hill studying Public Policy and Statistics and Analytics with a minor in Data Science.,,2022-01-13T15:44:22Z
Username_65840,Den Haag,⭐ ,,2022-01-13T15:40:56Z
Username_65841,Philadelphia,"Software Engineer at Comcast | Passionate about building scalable web applications with Next.js, React, and TypeScript | Dog dad to Hunter 🐕",,2022-01-13T15:57:58Z
Username_65842,Wardha,GIS and ML Intern at ISRO NRSC,he/him,2022-01-13T15:58:59Z
Username_65843,Salzburg,"Runner, hiker, researcher, aspiring sociologist.
Bachelor in Economics,
Masters in Economic Analysis and Political Science",,2022-01-13T15:59:37Z
Username_65844,"Ranchi, Jharkhand",const 💘 = JAVASCRIPT,,2022-01-13T15:52:59Z
Username_65845,"Hyderabad, Sindh","Consultant @Sapphire Consulting.
Flutter | Firebase | APIs | Local DBs | State Managements.
Passionate about mobile apps, Flutter, and Firebase",,2022-01-13T15:50:41Z
Username_65846,Sutherland,No bio to show,,2022-01-13T15:57:00Z
Username_65847,Vinnitsa,VNTU student from the department of cybersecurity,,2022-01-13T15:58:25Z
Username_65848,"São Paulo, Brasil",⭐ front-end designer with a keen interest in technology ⭐ ,,2022-01-13T15:51:21Z
Username_65849,Rio de Janeiro - Brasil,"Dev BackEnd 
C#.NET / VB.NET / Delphi / Python",,2022-01-13T15:56:54Z
Username_65850,"Vadodara, Gujarat, India","I am a systems engineer at @Pro-EHR Veradigm, Inc.",he/him,2022-01-13T15:55:44Z
Username_65851,United States,"UMich Electrical Engineering
",,2022-01-13T15:53:54Z
Username_65852,"Kansas City, MO","Data Professional, Lifelong Learner, Music Lover",he/him,2022-01-13T15:52:53Z
Username_65853,Earth,"que sera sera
",,2022-01-13T16:03:49Z
Username_65854,"Dhaka, Bangladesh",Software Engineer | ML Engineer | Data Engineer,,2022-01-13T16:04:23Z
Username_65855,Nigeria,Web Developer | Open Source Enthusiast ,,2022-01-13T16:05:48Z
Username_65856,"Rio Cuarto, Córdoba Argentina",I´m a software developer student currently finishing my second year of the career. Looking for an internship to be able to graduate next year,he/him,2022-01-13T16:01:59Z
Username_65857,"Stuttgart, Germany","Sociologist , Data Science
",,2022-01-13T16:06:02Z
Username_65858,"Dhaka, Bangladesh","👨🏽‍💻Passionate with AI and Software Engineer(.NET, Angular).
🧠 Always learning!",,2022-01-13T16:04:30Z
Username_65859,"Russia, Ufa",Python-developer,,2022-01-13T16:09:20Z
Username_65860,Tunisia,Full Stack Developer,he/him,2022-01-13T16:02:30Z
Username_65861,Bogor,"🏡 : Kebumen & Bogor
👨🏻‍💻 : Moderator @xiaomicommunity_id
🏦 : IT QA Bank Mandiri
🏫 : Teknik Informatika '22",he/him,2022-01-13T16:00:41Z
Username_65862,Norway,TEAM 4.0[bot] account.,,2022-01-13T16:03:06Z
Username_65863,"Palo Alto, CA",Oceans PhD student @ Stanford University,,2022-01-13T16:07:06Z
Username_65864,Sri Lanka,✨ Code crafter | Tool magician | Open source enthusiast | Always learning 🚀,he/him,2022-01-13T16:04:49Z
Username_65865,Belgrade,Power system expert and system engineer,,2022-01-13T16:08:35Z
Username_65866,México,DevOps,,2022-01-13T16:05:50Z
Username_65867,"Atlanta, GA","Robotics Engineering student at the GaTech with a focus on Perception, AI, and HRI.  ",he/him,2022-01-13T16:00:19Z
Username_65868,Sweden,I'm a swedish dude,,2022-01-13T16:03:39Z
Username_65869,"Manila, Philippines",Beginner,he/him,2022-01-13T16:05:32Z
Username_65870,OPENSEA,Pixel NFT Assets is an arts club on the Polygon Network. We can process NFTs that combine art and investment without gas fees.,,2022-01-13T16:09:53Z
Username_65871,Chapel Hill,Computer Science graduate from UNC-Chapel Hill,,2022-01-13T16:00:34Z
Username_65872,Chapel HIll,"UNC Class of 2025
Computer Science Major",,2022-01-13T16:05:58Z
Username_65873,Spain,"I'm a passionate entrepreneur and full-stack developer from Spain, with a special interest in front-end and creativity. 👩🏻‍🎨",,2022-01-13T16:08:01Z
Username_65874,"Iran, Shiraz","CSE student at Shiraz University
",,2022-01-13T16:12:06Z
Username_65875,"Brasília, Distrito Federal",Desenvolvedor ,,2022-01-13T16:17:39Z
Username_65876,Nigeria,"Passionate and methodical Java developer and Telecommunications Engineer. Highly organized and  agile approach adaptation to achieve results faster, efficiently",he/him,2022-01-13T16:18:53Z
Username_65877,"Bogotá, Colombia",Backend Dev,,2022-01-13T16:15:36Z
Username_65878,Watford,"New to coding! Currently taking the 2022 CS50x course.

I made my first game on Scratch, check it out in my URL space.",,2022-01-13T16:12:22Z
Username_65879,Tiruchirapalli,"Tech Enthusiast | Developer
🔹 Robotics, AI, ML, and more
🔹 Open-source contributor
🔹 Passionate about tech and innovation",he/him,2022-01-13T16:16:02Z
Username_65880,New Delhi,"Civil servant with government of India - Indian Trade Service 2009 batch - I code for fun, to learn, and to experiment with ideas.",,2022-01-13T16:19:12Z
Username_65881,Wisconsin,"Just a young adult looking to make indie games, renders/scenes, & textures",,2022-01-13T16:14:15Z
Username_65882,Lagos,A seasoned Java Developer,,2022-01-13T16:18:54Z
Username_65883,Belize,"I enjoy learning new technologies. I use Python, HTML5, CSS3, and JavaScript. ",,2022-01-13T16:10:10Z
Username_65884,"Valley Center, KS","I'm A Geek, So What?",,2022-01-13T16:16:49Z
Username_65885,"Lexington, KY",👋 Just your friendly neighborhood bot.,,2022-01-13T16:17:51Z
Username_65886,Addis Ababa Ethiopia,"Life is trying, but I will not Stop traveling!",they/them,2022-01-13T16:14:19Z
Username_65887,Smolensk,Technical Designer,,2022-01-13T16:19:03Z
Username_65888,Prague,On my way to become a backend developer!,,2022-01-13T16:11:52Z
Username_65889,"Bengaluru, India",2023 grad | Fly ,,2022-01-13T16:20:41Z
Username_65890,Bhubaneshwar,"I am interested in Web Development and Machine Learning
",he/him,2022-01-13T16:20:04Z
Username_65891,"Narnaul, Haryana",Aspiring Full Stack Web Developer | Learning MERN Stack at Masai School,,2022-01-13T16:21:35Z
Username_65892,New Delhi,"An aspiring data analyst and data scientist with a strong foundation in data analysis, machine learning, and predictive modeling. ",,2022-01-13T16:27:13Z
Username_65893,"Tehran, Iran",Front-end Web Developer,,2022-01-13T16:28:24Z
Username_65894,Costa Rica,Software Engineer | Cloud Computing | Full-stack | NodeJS | Python | JavaScript | TypeScript | Linux | AWS | Infrastructure,he/him,2022-01-13T16:20:51Z
Username_65895,"Kolkata, West Bengal, India",Software engineer interested in building and maintaining web applications. Passionate about open source and continuous learning.,he/him,2022-01-13T16:25:47Z
Username_65896,Koszalin,"Hi, I'm Dominik, developer specializing in .NET and Blazor, currently expanding my skills in Azure cloud concepts.

",he/him,2022-01-13T16:23:04Z
Username_65897,Washington DC Metro Area,i like coffee and data,,2022-01-13T16:25:47Z
Username_65898,Bangalore- India,Senior Product Experience Engineer for Openshift - Redhat,,2022-01-13T16:21:14Z
Username_65899,Russia,Tester,,2022-01-13T16:20:13Z
Username_65900,"Binghamton, NY",Manager of the SCRIC Data Management Team,,2022-01-13T16:20:32Z
Username_65901,"London, United Kingdom",Web Developer | Senior Copywriter | Copy Editor | Manager,she/her,2022-01-13T16:27:10Z
Username_65902,Natal-RN Brazil,"Graduating science and tecnologies, javascript developer.",,2022-01-13T16:21:34Z
Username_65903,Chapel Hill,Student at UNC-Chapel Hill,,2022-01-13T16:27:14Z
Username_65904,Izmir,An astrophysicist with swift knowledge,,2022-01-13T16:37:48Z
Username_65905,Portugal,Associate Software Engineer @ Sky | MSc. Computer Science and Engineering @ Instituto Superior Técnico  |  Love suhi 🍣,,2022-01-13T16:35:50Z
